x,y
59,406
60,406
61,406
62,406
63,406
77,406
78,406
79,406
80,406
81,406
82,406
83,406
84,406
85,406
86,406
55,407
56,407
57,407
58,407
59,407
60,407
61,407
62,407
63,407
64,407
78,407
79,407
80,407
81,407
82,407
83,407
84,407
85,407
86,407
87,407
56,408
57,408
58,408
59,408
60,408
61,408
62,408
63,408
64,408
65,408
79,408
80,408
81,408
82,408
83,408
84,408
85,408
86,408
87,408
88,408
57,409
58,409
59,409
60,409
61,409
62,409
63,409
64,409
65,409
79,409
80,409
81,409
82,409
83,409
84,409
85,409
86,409
87,409
88,409
57,410
58,410
59,410
60,410
61,410
62,410
63,410
64,410
65,410
66,410
80,410
81,410
82,410
83,410
84,410
85,410
86,410
87,410
88,410
89,410
58,411
59,411
60,411
61,411
62,411
63,411
64,411
65,411
66,411
67,411
81,411
82,411
83,411
84,411
85,411
86,411
87,411
88,411
89,411
59,412
60,412
61,412
62,412
63,412
64,412
65,412
66,412
67,412
68,412
81,412
82,412
83,412
84,412
85,412
86,412
87,412
88,412
89,412
90,412
60,413
61,413
62,413
63,413
64,413
65,413
66,413
67,413
68,413
79,413
80,413
81,413
82,413
83,413
84,413
85,413
86,413
87,413
88,413
89,413
90,413
91,413
60,414
61,414
62,414
63,414
64,414
65,414
66,414
67,414
68,414
69,414
80,414
81,414
82,414
83,414
84,414
85,414
86,414
87,414
88,414
89,414
90,414
91,414
61,415
62,415
63,415
64,415
65,415
66,415
67,415
68,415
69,415
70,415
81,415
82,415
83,415
84,415
85,415
86,415
87,415
88,415
89,415
90,415
91,415
92,415
62,416
63,416
64,416
65,416
66,416
67,416
68,416
69,416
70,416
71,416
82,416
83,416
84,416
85,416
86,416
87,416
88,416
89,416
90,416
91,416
92,416
93,416
62,417
63,417
64,417
65,417
66,417
67,417
68,417
69,417
70,417
71,417
83,417
84,417
85,417
86,417
87,417
88,417
89,417
90,417
91,417
63,418
64,418
65,418
66,418
67,418
68,418
69,418
70,418
71,418
72,418
85,418
86,418
87,418
88,418
89,418
90,418
91,418
64,419
65,419
66,419
67,419
68,419
69,419
70,419
71,419
72,419
73,419
86,419
87,419
88,419
89,419
90,419
91,419
92,419
65,420
66,420
67,420
68,420
69,420
70,420
71,420
72,420
73,420
74,420
87,420
88,420
89,420
90,420
91,420
92,420
93,420
94,420
65,421
66,421
67,421
68,421
69,421
70,421
71,421
72,421
73,421
74,421
85,421
86,421
87,421
88,421
89,421
90,421
91,421
92,421
93,421
94,421
95,421
99,421
66,422
67,422
68,422
69,422
70,422
71,422
72,422
73,422
74,422
75,422
85,422
86,422
87,422
88,422
89,422
90,422
91,422
92,422
93,422
94,422
95,422
96,422
100,422
101,422
67,423
68,423
69,423
70,423
71,423
72,423
73,423
74,423
75,423
76,423
86,423
87,423
88,423
89,423
90,423
91,423
92,423
93,423
94,423
95,423
96,423
97,423
101,423
102,423
68,424
69,424
70,424
71,424
72,424
73,424
74,424
75,424
76,424
87,424
88,424
89,424
90,424
91,424
92,424
93,424
94,424
95,424
96,424
97,424
98,424
103,424
66,425
67,425
68,425
69,425
70,425
71,425
72,425
73,425
74,425
87,425
88,425
89,425
90,425
91,425
92,425
93,425
94,425
95,425
96,425
67,426
68,426
69,426
70,426
71,426
72,426
73,426
74,426
75,426
88,426
89,426
90,426
91,426
92,426
93,426
94,426
95,426
96,426
97,426
68,427
69,427
70,427
71,427
72,427
73,427
74,427
75,427
76,427
89,427
90,427
91,427
92,427
93,427
94,427
95,427
96,427
97,427
98,427
68,428
69,428
70,428
71,428
72,428
73,428
74,428
75,428
76,428
77,428
78,428
90,428
91,428
92,428
93,428
94,428
95,428
96,428
97,428
98,428
99,428
69,429
70,429
71,429
72,429
73,429
74,429
75,429
76,429
77,429
78,429
79,429
90,429
91,429
92,429
93,429
94,429
95,429
96,429
97,429
98,429
99,429
101,429
102,429
70,430
71,430
72,430
73,430
74,430
75,430
76,430
77,430
78,430
79,430
80,430
91,430
92,430
93,430
94,430
95,430
96,430
97,430
98,430
99,430
103,430
104,430
71,431
72,431
73,431
74,431
75,431
76,431
77,431
78,431
79,431
80,431
81,431
92,431
93,431
94,431
95,431
96,431
97,431
98,431
99,431
100,431
104,431
105,431
71,432
72,432
73,432
74,432
75,432
76,432
77,432
78,432
79,432
80,432
81,432
82,432
92,432
93,432
94,432
95,432
96,432
97,432
98,432
99,432
100,432
101,432
106,432
72,433
73,433
74,433
75,433
76,433
77,433
78,433
79,433
80,433
93,433
94,433
95,433
96,433
97,433
98,433
99,433
100,433
101,433
73,434
74,434
75,434
76,434
77,434
78,434
79,434
80,434
81,434
94,434
95,434
96,434
97,434
98,434
99,434
100,434
101,434
102,434
74,435
75,435
76,435
77,435
78,435
79,435
80,435
81,435
82,435
95,435
96,435
97,435
98,435
99,435
100,435
101,435
102,435
103,435
74,436
75,436
76,436
77,436
78,436
79,436
80,436
81,436
82,436
95,436
96,436
97,436
98,436
99,436
100,436
101,436
102,436
103,436
75,437
76,437
77,437
78,437
79,437
80,437
81,437
82,437
83,437
96,437
97,437
98,437
99,437
100,437
101,437
102,437
103,437
104,437
76,438
77,438
78,438
79,438
80,438
81,438
82,438
83,438
84,438
97,438
98,438
99,438
100,438
101,438
102,438
103,438
104,438
105,438
76,439
77,439
78,439
79,439
80,439
81,439
82,439
83,439
84,439
85,439
97,439
98,439
99,439
100,439
101,439
102,439
103,439
104,439
105,439
106,439
77,440
78,440
79,440
80,440
81,440
82,440
83,440
84,440
85,440
98,440
99,440
100,440
101,440
102,440
103,440
104,440
105,440
106,440
78,441
79,441
80,441
81,441
82,441
83,441
84,441
85,441
86,441
98,441
99,441
100,441
101,441
102,441
103,441
104,441
105,441
106,441
107,441
79,442
80,442
81,442
82,442
83,442
84,442
85,442
86,442
87,442
99,442
100,442
101,442
102,442
103,442
104,442
105,442
106,442
107,442
108,442
79,443
80,443
81,443
82,443
83,443
84,443
85,443
86,443
87,443
100,443
101,443
102,443
103,443
104,443
105,443
106,443
107,443
108,443
80,444
81,444
82,444
83,444
84,444
85,444
86,444
87,444
88,444
100,444
101,444
102,444
103,444
104,444
105,444
106,444
107,444
108,444
109,444
81,445
82,445
83,445
84,445
85,445
86,445
87,445
88,445
89,445
101,445
102,445
103,445
104,445
105,445
106,445
107,445
108,445
109,445
110,445
82,446
83,446
84,446
85,446
86,446
87,446
88,446
89,446
90,446
102,446
103,446
104,446
105,446
106,446
107,446
108,446
109,446
110,446
80,447
81,447
82,447
83,447
84,447
85,447
86,447
87,447
88,447
102,447
103,447
104,447
105,447
106,447
107,447
108,447
109,447
110,447
81,448
82,448
83,448
84,448
85,448
86,448
87,448
88,448
89,448
103,448
104,448
105,448
106,448
107,448
108,448
109,448
110,448
111,448
82,449
83,449
84,449
85,449
86,449
87,449
88,449
89,449
90,449
104,449
105,449
106,449
107,449
108,449
109,449
110,449
111,449
112,449
82,450
83,450
84,450
85,450
86,450
87,450
88,450
89,450
90,450
102,450
103,450
104,450
105,450
106,450
107,450
108,450
109,450
110,450
111,450
112,450
83,451
84,451
85,451
86,451
87,451
88,451
89,451
90,451
91,451
103,451
104,451
105,451
106,451
107,451
108,451
109,451
110,451
111,451
112,451
113,451
84,452
85,452
86,452
87,452
88,452
89,452
90,452
91,452
92,452
104,452
105,452
106,452
107,452
108,452
109,452
110,452
111,452
112,452
113,452
114,452
84,453
85,453
86,453
87,453
88,453
89,453
90,453
91,453
92,453
104,453
105,453
106,453
107,453
108,453
109,453
110,453
111,453
112,453
113,453
114,453
115,453
85,454
86,454
87,454
88,454
89,454
90,454
91,454
92,454
93,454
105,454
106,454
107,454
108,454
109,454
110,454
111,454
112,454
113,454
114,454
115,454
86,455
87,455
88,455
89,455
90,455
91,455
92,455
93,455
94,455
106,455
107,455
108,455
109,455
110,455
111,455
112,455
113,455
114,455
115,455
116,455
87,456
88,456
89,456
90,456
91,456
92,456
93,456
94,456
95,456
107,456
108,456
109,456
110,456
111,456
112,456
113,456
114,456
115,456
116,456
117,456
87,457
88,457
89,457
90,457
91,457
92,457
93,457
94,457
95,457
107,457
108,457
109,457
110,457
111,457
112,457
113,457
114,457
115,457
88,458
89,458
90,458
91,458
92,458
93,458
94,458
95,458
96,458
108,458
109,458
110,458
111,458
112,458
113,458
114,458
115,458
116,458
89,459
90,459
91,459
92,459
93,459
94,459
95,459
96,459
97,459
109,459
110,459
111,459
112,459
113,459
114,459
115,459
116,459
117,459
89,460
90,460
91,460
92,460
93,460
94,460
95,460
96,460
97,460
109,460
110,460
111,460
112,460
113,460
114,460
115,460
116,460
117,460
118,460
119,460
90,461
91,461
92,461
93,461
94,461
95,461
96,461
97,461
98,461
110,461
111,461
112,461
113,461
114,461
115,461
116,461
117,461
118,461
119,461
120,461
91,462
92,462
93,462
94,462
95,462
96,462
97,462
98,462
99,462
111,462
112,462
113,462
114,462
115,462
116,462
117,462
118,462
119,462
120,462
121,462
92,463
93,463
94,463
95,463
96,463
97,463
98,463
99,463
111,463
112,463
113,463
114,463
115,463
116,463
117,463
118,463
119,463
92,464
93,464
94,464
95,464
96,464
97,464
98,464
99,464
100,464
112,464
113,464
114,464
115,464
116,464
117,464
118,464
119,464
120,464
93,465
94,465
95,465
96,465
97,465
98,465
99,465
100,465
101,465
113,465
114,465
115,465
116,465
117,465
118,465
119,465
120,465
121,465
92,466
93,466
94,466
95,466
96,466
97,466
98,466
99,466
113,466
114,466
115,466
116,466
117,466
118,466
119,466
120,466
121,466
92,467
93,467
94,467
95,467
96,467
97,467
98,467
99,467
100,467
114,467
115,467
116,467
117,467
118,467
119,467
120,467
121,467
122,467
93,468
94,468
95,468
96,468
97,468
98,468
99,468
100,468
101,468
115,468
116,468
117,468
118,468
119,468
120,468
121,468
122,468
123,468
94,469
95,469
96,469
97,469
98,469
99,469
100,469
101,469
102,469
115,469
116,469
117,469
118,469
119,469
120,469
121,469
122,469
123,469
95,470
96,470
97,470
98,470
99,470
100,470
101,470
102,470
116,470
117,470
118,470
119,470
120,470
121,470
122,470
123,470
124,470
96,471
97,471
98,471
99,471
100,471
101,471
102,471
103,471
117,471
118,471
119,471
120,471
121,471
122,471
123,471
124,471
125,471
96,472
97,472
98,472
99,472
100,472
101,472
102,472
103,472
104,472
117,472
118,472
119,472
120,472
121,472
122,472
123,472
124,472
125,472
97,473
98,473
99,473
100,473
101,473
102,473
103,473
104,473
118,473
119,473
120,473
121,473
122,473
123,473
124,473
125,473
126,473
98,474
99,474
100,474
101,474
102,474
103,474
104,474
105,474
119,474
120,474
121,474
122,474
123,474
124,474
125,474
126,474
127,474
96,475
97,475
98,475
99,475
100,475
101,475
102,475
103,475
104,475
105,475
106,475
120,475
121,475
122,475
123,475
124,475
125,475
97,476
98,476
99,476
100,476
101,476
102,476
103,476
104,476
105,476
106,476
107,476
120,476
121,476
122,476
123,476
124,476
125,476
126,476
98,477
99,477
100,477
101,477
102,477
103,477
104,477
105,477
106,477
107,477
108,477
121,477
122,477
123,477
124,477
125,477
126,477
99,478
100,478
101,478
102,478
103,478
104,478
105,478
106,478
107,478
108,478
119,478
120,478
121,478
122,478
123,478
124,478
125,478
126,478
127,478
99,479
100,479
101,479
102,479
103,479
104,479
105,479
106,479
107,479
108,479
109,479
120,479
121,479
122,479
123,479
124,479
125,479
126,479
127,479
128,479
26,348
41,348
42,348
43,348
27,349
41,349
42,349
43,349
44,349
28,350
29,350
42,350
43,350
44,350
45,350
46,350
29,351
30,351
43,351
44,351
45,351
46,351
47,351
48,351
31,352
44,352
45,352
46,352
47,352
48,352
49,352
32,353
45,353
46,353
47,353
48,353
49,353
50,353
22,354
23,354
24,354
25,354
26,354
27,354
28,354
46,354
47,354
48,354
49,354
50,354
51,354
23,355
24,355
25,355
26,355
27,355
28,355
29,355
30,355
48,355
49,355
50,355
51,355
52,355
24,356
25,356
26,356
27,356
28,356
29,356
30,356
31,356
49,356
50,356
51,356
52,356
53,356
25,357
26,357
27,357
28,357
29,357
30,357
31,357
32,357
50,357
51,357
52,357
53,357
54,357
55,357
25,358
26,358
27,358
28,358
29,358
30,358
31,358
32,358
33,358
34,358
50,358
51,358
52,358
53,358
54,358
55,358
56,358
26,359
27,359
28,359
29,359
30,359
31,359
32,359
33,359
34,359
35,359
51,359
52,359
53,359
54,359
55,359
56,359
57,359
26,360
27,360
28,360
29,360
30,360
31,360
32,360
33,360
34,360
35,360
36,360
51,360
52,360
53,360
54,360
55,360
56,360
57,360
58,360
27,361
28,361
29,361
30,361
31,361
32,361
33,361
34,361
35,361
36,361
37,361
52,361
53,361
54,361
55,361
56,361
57,361
58,361
59,361
28,362
29,362
30,362
31,362
32,362
33,362
34,362
35,362
36,362
37,362
38,362
53,362
54,362
55,362
56,362
57,362
58,362
59,362
60,362
29,363
30,363
31,363
32,363
33,363
34,363
35,363
36,363
37,363
38,363
39,363
54,363
55,363
56,363
57,363
58,363
59,363
60,363
61,363
29,364
30,364
31,364
32,364
33,364
34,364
35,364
36,364
37,364
38,364
39,364
51,364
52,364
53,364
54,364
55,364
56,364
57,364
58,364
59,364
60,364
61,364
30,365
31,365
32,365
33,365
34,365
35,365
36,365
37,365
38,365
39,365
40,365
52,365
53,365
54,365
55,365
56,365
57,365
58,365
59,365
60,365
61,365
62,365
31,366
32,366
33,366
34,366
35,366
36,366
37,366
38,366
39,366
40,366
41,366
53,366
54,366
55,366
56,366
57,366
58,366
59,366
60,366
61,366
62,366
63,366
32,367
33,367
34,367
35,367
36,367
37,367
38,367
39,367
40,367
41,367
42,367
54,367
55,367
56,367
57,367
58,367
59,367
60,367
61,367
62,367
63,367
32,368
33,368
34,368
35,368
36,368
37,368
38,368
39,368
40,368
41,368
42,368
54,368
55,368
56,368
57,368
58,368
59,368
60,368
61,368
62,368
63,368
64,368
33,369
34,369
35,369
36,369
37,369
38,369
39,369
40,369
41,369
42,369
43,369
55,369
56,369
57,369
58,369
59,369
60,369
61,369
62,369
63,369
64,369
33,370
34,370
35,370
36,370
37,370
38,370
39,370
40,370
41,370
42,370
43,370
55,370
56,370
57,370
58,370
59,370
60,370
61,370
62,370
63,370
64,370
65,370
35,371
36,371
37,371
38,371
39,371
40,371
41,371
42,371
43,371
44,371
56,371
57,371
58,371
59,371
60,371
61,371
62,371
63,371
64,371
65,371
66,371
35,372
36,372
37,372
38,372
39,372
40,372
41,372
42,372
43,372
44,372
45,372
57,372
58,372
59,372
60,372
61,372
62,372
63,372
64,372
65,372
66,372
67,372
36,373
37,373
38,373
39,373
40,373
41,373
42,373
43,373
44,373
45,373
46,373
57,373
58,373
59,373
60,373
61,373
62,373
63,373
64,373
65,373
66,373
67,373
34,374
35,374
36,374
37,374
38,374
39,374
40,374
41,374
42,374
43,374
44,374
45,374
46,374
58,374
59,374
60,374
61,374
62,374
63,374
64,374
65,374
66,374
67,374
68,374
35,375
36,375
37,375
38,375
39,375
40,375
41,375
42,375
43,375
44,375
45,375
46,375
47,375
59,375
60,375
61,375
62,375
63,375
64,375
65,375
66,375
67,375
68,375
35,376
36,376
37,376
38,376
39,376
40,376
41,376
42,376
43,376
44,376
45,376
46,376
47,376
48,376
60,376
61,376
62,376
63,376
64,376
65,376
66,376
67,376
68,376
69,376
36,377
37,377
38,377
39,377
40,377
41,377
42,377
43,377
44,377
45,377
46,377
47,377
48,377
49,377
60,377
61,377
62,377
63,377
64,377
65,377
66,377
67,377
68,377
69,377
70,377
31,378
37,378
38,378
39,378
40,378
41,378
42,378
43,378
44,378
45,378
46,378
47,378
48,378
49,378
58,378
59,378
60,378
61,378
62,378
63,378
64,378
65,378
66,378
67,378
68,378
69,378
70,378
32,379
33,379
37,379
38,379
39,379
40,379
41,379
42,379
43,379
44,379
45,379
46,379
47,379
48,379
49,379
50,379
59,379
60,379
61,379
62,379
63,379
64,379
65,379
66,379
67,379
68,379
69,379
70,379
71,379
33,380
34,380
38,380
39,380
40,380
41,380
42,380
43,380
44,380
45,380
46,380
47,380
48,380
49,380
50,380
59,380
60,380
61,380
62,380
63,380
64,380
65,380
66,380
67,380
68,380
69,380
70,380
71,380
72,380
34,381
35,381
36,381
39,381
40,381
41,381
42,381
43,381
44,381
45,381
46,381
47,381
48,381
49,381
50,381
51,381
61,381
62,381
63,381
64,381
65,381
66,381
67,381
68,381
69,381
70,381
71,381
72,381
73,381
36,382
41,382
42,382
43,382
44,382
45,382
46,382
47,382
48,382
49,382
50,382
